" SLEEPER.
",,"I am back for my second review of Fight Club. Why, you ask? Because I  was told I had an ""inadequate"" amount of evidence to prove my point! So  here I go.  Fight Club is a very strange, erratic movie that, quite honestly,  nearly put me to sleep within the first ten minutes. It seemed that the  whole movie revolved around an insomniac! And that's true--this movie  is about nothing but a guy who can't sleep. For over half of it seems  to be the very first movie that has no plot, no decent characters (what  kind of main character is known only as ""The Narrator""?), and a crummy  soundtrack. I was SO disappointed.  ""Plot Outline: A man disillusioned by what his life has become  encounters an exciting stranger who introduces him to a new way of  life.""  Well, yeah, that's all fine and dandy, but this new way of life doesn't  come in until WAY later. And once Fight Club is finally introduced, it  is hardly shown. Then it turns into a macho group of terrorists... I'm  sorry, but how utterly boring! From the commercials and video cover, I  was expecting there to be a plot that revolved around the Fight Club.  Instead, I was slapped in the face with this stupid terrorist group  that doesn't serve a purpose.  I now have to go to Helena Bonham Carter. Hey, lady, you did excellent  in Planet of the Apes! But in this movie she plays as a rival  counseling group member (speaking of which, what purpose do these  groups serve for the movie?  NOTHING!  The final conflict, in which The Narrator (boy, that name is just so  cool) is fighting ""himself"", is utterly pathetic. How boring. And then  the buildings topple... and that's the end. Ho! Wait! I see a naked man  from the waist down at the ending! Maybe this is the second reason  people liked this stupid, boring movie so much. It shows both female  AND male anatomy.  How stupid! Repulsive! I DESPISED this movie. Now you know why. If, in  fact, you STILL don't understand, listen closely:  1. Boring 2. No plot (adds to number 1) 3. Shallow characters 4. Actual  film has hardly anything to do with its title 5. Constant  swearing/nudity that sickened me 6. Music was cruddy  Basically, this film reeked of anything but stupidity. I was so sick of  it before the first half hour was up.  I will never watch it again. And I hope my review will help keep you  from watching it as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Jon Monsarrat review: too arty, too violent, mindless & awful
",,"I won't spoil the plot for you if I say that ""Fight Club"" is about guys who like to fight each other, no holds barred. I'm an action movie buff, so I thought it might be fun and cartoony. I like Jackie Chan, Arnold Schwarzenegger, etc. But I hated this film.The violence is very real and awful. There is a lot of pretentious art crap (such as Brad Pitt appearing for brief flickers of time), and the film is similar to war films whose sole purpose is to show you the horror of war. I've got enough problems without psychological trauma, thank you very much.Plus, the characters are incredibly unbelievable. When you fight someone in real life and do real damage, the human reaction is you go to a hospital, you think ow ow ow ow, and you think I'd better stop fighting. No. These guys eat it up and turn it into a hobby. That's psychopathic.Who should see this film:-- film school types: go crazy, have a blast watching the blood-- action movie types with a strong lack of empathy for suffering. And stay away from my daughter.Sorry, but at least I've stated some intelligent reasons for giving Fight Club a worst-of-the-worst 1 out of 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lame
",spoiler,"I can't believe this shaggy dog of a movie now rests at number #30 on the best movies ever list. Fight Club is so lame that it's not funny.*spoilers*So, the Brad Pitt character doesn't exist. He's just what the Ed Norton character wishes he could be. This means that all them scenes with Norton fighting with Brad Pitt was actually just Norton physically fighting with himself! Huh? And they want us to believe that the fight club began with other guys interested in joining one guy who keeps fighting with himself? If I see a guy fighting with himself, I won't try to join in but run. Run away as fast as possible.The whole basis of the ""story"" is so lame, it's not to be believed. It's equivalent to an entire episode of Star Trek taking place in the freaking Holodeck. It's like an entire season of Dallas brushed off because Bobby's death was all but a dream.There's no emotional pay-off to all the insanity going on screen. And because of this, the whole idea of Norton's dementia, something that could have been emotionally overwhelming, simply becomes tired and cheap. David Fincher's direction is to blame here. He uses layers and layers of cinematic techniques which belie the whole resolution of the story: Norton talking directly to the screen; Norton's annoying voice-over (oh, please stop talking!); the movie begins when the story ends and by the end of the film we are then guided back by Norton to where exactly the ""real"" story began (which is bunk because at the end, Norton is acutely aware that the Tyler is a figment of his imagination and yet throughout the film his voice-over gives no hint that Tyler is not real); tons o' red herrings in the storyline that are there just to hide the fact that there's no story here, folks. Loads of techniques usually reserved for more whimsical stuff simply don't belong here. And add to this pot-pourri of directors' tricks a gazillion gratuitously flashy scenes just to distract the (MTV) jaded audience long enough here and there for nanoseconds and you basically have what Fight Club is: lame.Fincher's direction is set on overkill. Fight Club is an extremely overdirected movie. For instance, the opening credits. Now why the use of crappy, flashy CGI effects when a standard opening credit would have been sufficient? No reason but to be (very) showy. Fight Club is overdirected, overwritten, overacted, overly clever for its own good, over EVERYTHING, with a lame, nonexistent story at its center!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" fight club - a good movie gone bad
",,"I watched End Of Days directly after this disjointed feature and the Ah'nold piece came out looking like The Godfather!There was a lot of talk when Alien3 came out that David Fincher's limitations as a music video/commercial director would hamper the film's presentation.  I was pleasantly surprised that this ended up not being the case.  Apparently he has decided to devolve into that predicted state.This film was not a bad idea and the acting was good (with what was provided) so that leaves us with the presentation being the problem.  The focus of the film was very disjointed.  The dialogue was vague and an seemed to try too hard and coming up with the next big quotable.  And the cinematography was .... well ... Fincher - if you're going to roll a film that is so colorless, just make it black and white!I'd love to see them remake this movie with some different direction - there was some real potential in it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" And here I wondered why the rental wasn't rewound ...
",,"... because one cannot sit through this idiocy till the end!  It saddened me to see this film - promising through the first half or so - end up trivializing actual human suffering, in lieu of ""destroying something beautiful.""  Heal, don't hurt - there's too much pain in the world to add to it - is that so hard to fathom?  Hard to believe this rates so high. 4/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" ""Full of sound and fury...
",,"...signifying nothing.""  Nah, it wasn't that bad, just terrifically disappointing.  The movie's first half hour does a great job exploring the hollow nature of modern life, such as the scene where Norton's living room is gradually ""furnished"" with items right out of the catalog, complete with their price and description.  Yes, we've seen it before, but Norton's performance in the first part of the film brings the script to life.  And then along comes a solid dose of Hollywood machismo, wrapped up in a buff, Brad Pitt package.  Now here's what I have a real problem with: all these young men find salvation through beating each other senseless. Okay, athletic competition has long served that purpose; remember varsity football? But it only goes so far...and the movie's only half over.  What does that leave: a paramilitary organization (!?!?), a weak ending, and an attempt to turn bonding-through-brutality into a way of life. No doubt, it sells tickets, but it defeats its own purpose. Norton's character has been destroyed by modern life; it's a shame that all that's left him is destroying others' bodies. And apartments. And credit ratings. Ho hum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Hello??? Doesn't anyone care about coherency anymore???
",spoiler,"First, the good stuff.  The acting was superb.  Edward Norton was very strong (though I expected more, somehow) and Brad Pitt was a phenomenon. I'm glad Sean Penn pulled out of this role, though I'm sure he would have nailed it as well (and in a very different way, I'll bet).  The direction was also interesting, though it seemed like the director was enjoying himself to much.  So much of it seemed like the ""wouldn't it be cool if..."" style of direction.Now, the bad stuff.  This plot is more full of holes than Independence Day. I mean, it makes absolutely no sense whatsoever.  Other reviewers have said that if you go to this movie, you must be prepared to think.  Very true, you must think about the film's themes and the film's subtext every step of the way.  This was extremely interesting and enjoyable.  But whatever you do, please do not think about the plot.  It doesn't hold up under any scrutiny at all.  At a very basic level, this film doesn't make sense.  I can't elaborate without throwing out a huge spoiler, so I won't.If you ask me, plot is the first thing.  If you have a weak plot, that can be forgiven by other strengths.  But if your plot can't even stand up without the willful indulgence of a forgiving audience, then you've already fouled up too big to ignore.  This movie could not have been good without massive script alterations.  No matter how good the acting, how good the directing, how clever the dialogue, this movie could not have been other than a travesty of modern film.  Horrible.On the other hand, from the number of posters here who seem to think that Edward Norton's character was named Jack, it's quite clear that people indeed don't pay very close attention to films.  No wonder this film is so highly regarded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Nice twist.
",spoiler,"Major spoilers. This movie will only get a two on my scale of one-to-ten because of the twist in the ending, and even the twist isn't all that great. People say this movie is great. Insightful. Exhilarating. I say it's complete trash and almost a waste of time. The characters aren't bad, except for that really ugly lady (change your hair and clean yourself up). She plays some psycho nymphomaniac who falls for Tyler Durden's (Brad Pitt) body. Eventually those two get together and have constant sex, which gets really old because the house is shaking all the time and the narrator explains how annoying it is. Soon the story gets boring and we find that the Fight Club is really a group of losers who are deviant maniacs bent on disrupting society. Let's face it, the only reason anyone should ever watch this movie all the way through is to find out that Tyler Durden is actually the narrator, and the narrator is Tyler Durden. Tyler Durden doesn't even exist. That twist really fell below the status of ""bad"". This movie really falls below the status of ""annoying, stupid, boring, disgusting, monotonous, and ridiculous"". The music reeks, the acting isn't great, the storyline is awful, the plot is stupid, and nothing fits together real well to make this movie solid. I implore everyone to avoid this movie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Solipsism hard at work
",,"It's amusing to see all the ""brilliant"" comments about this crap film. Fincher, a smoke and mirrors hack who is convinced that more is more, wants to sell you on the idea that we're living shallow lives. The proof's in the pudding here folks. He bashes you over the head with his ""themes"" like a college sophomore. He is a master of the odious, puerile 'wouldn't it be cool if this happened' school of story construction. The film is filled with desperate attempts at comedy, mostly of the gross-out, toilet variety - so no doubt the sub-20 dilettantes are enthralled - but the film is wall-to-wall form over substance. Most annoying are Fincher's pet signature moments - you'll see them in all his worthless work: mention a pilot light - and voilà, the camera flies around a stove and shows you a pilot light. Presumably he finds this is magical as he repeats it everywhere - but we know it's simply his unleashed attention whore personality being imposed where it doesn't belong. There's no need to 'spoil' the ending - it's obvious to any thinking person within the first 10 minutes what's going on. F-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Emperor has no clothes.
",,I,have,just,finished,watching,FIGHT,CLUB.,Simply,put:,it,is,the,most,profoundly,depraved,and,deeply,disturbing,film,I,can,ever,remember,seeing.,If,our,culture,was,not,crumbling,at,a,full,gallop,we,would,see,this,vile,and,wicked,film,for,what,it,is.,Could,such,a,film,have,been,made,even,twenty,years,ago?,Will,anyone,care,or,even,take,notice,of,such,a,film,twenty,years,from,now!,We,are,lost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Don't Spit in the Soup, Watch UFC!
",spoiler,"Fight Club is incredibly over-rated. Why? It wasn't the the acting, which was very good, or the direction, which was also true to the story. The problem was with the story and then with the ""twist"" ending. The story had no resonance because, except for the beginning, it wasn't believable as fiction or fantasy. Once our hero (the narrator) moves in with Tyler Durden, everyone in the story serves only the plot elements without ever being believable in their actions.Other fantasy movies like The Matrix, LOTR, Memento, etc. manage to create a fictional world with somewhat believable characters. Some of them manage the ""twist"" ending very well. Memento's twist ending (or was it a twist beginning?) is excellent. Not Fight Club. It only piles on the absurdity.It's clear that the author is violently against materialism, against creature comforts, against middle class values. Hmmm, is he promoting the idea of fighting with others (or yourself) to be free? Naah, not really. Does he actually show the damage a bare knuckle fight would really do? Despite all the blood and relentless smashing of faces, the answer is no. Just a few new bruises the next day and ready for more fighting. Ha! And just what is the message? Blow up the system? Embrace anarchy? Join a cult (or Support Group)? Change the world by spitting (or spewing other bodily fluids) in restaurant food? Who really knows? Maybe it's a good way to let us enjoy lots of brutal violence and make us feel better because there is a valuable and deep philosophy there. Haha! If you want some good, healthy real fighting, watch Pride or UFC fights. After a brutal knock-out of an opponent, a UFC fighter was asked, ""Why do you do this?"" His answer, ""I like beatin' people up!"". Now that's believable!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Mind Numbing Horses***
",,"If senseless violence and acrimonius rage are your idea of a good time, get help.  This movie is profound rage and mind numbing horses*** with no plot, a cynical theme, and nihilistic metaphysical worldview.  I thought it may have been about boxing clubs, not hypo-manic arsonist with dark visions of paranoid delusion.  Hours passed by without any meaning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" One of the dumbest films ever
",,"Also one of the 10 worst films of all time.  Are we sure Ed Wood is dead, because I swear he must have written, cast, and directed this major turkey. If people claim not to understand this film, it's merely because they have an IQ of 3.  I even read one critique by someone who watches this bomb every week!  Talk about not having a life!  There was a half hour episode of Alfred Hitchcock's series that had the same plot and was 100 times better than this.  As to the acting, well I couldn't find anyone doing that here, but then Ed Norton is one of the worst actors alive today (as is Pitt), so you shouldn't be surprised there.  Meatloaf was the only person even trying, but then he was saddled with an incredibly moronic script written by a 2 year old.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
